02.07.2015                     Dynamic List Display                            1


	KTOPL	KSTAR	KTEXT	LTEXT
	CAFR	609500	R.R.R. OBTAINED/PRCH	R.R.R. OBTAINED / PURCHASING -MATS/EQUIP
	CAFR	609600	R.R.R. OBTAINED/PRCH	R.R.R. OBTAINED / PURCHASING - PROV. NON
	CAFR	609700	R.R.R. OBTAINED/PRCH	R.R.R. OBTAINED / PURCHASING - MERCH.
	CAFR	609800	R.R.R. NON-APPROPR.	R.R.R. NON-APPROPR.
	CAFR	611000	GEN. SUBCONTRACTING	GENERAL SUBCONTRACTING
	CAFR	612200	FURN/EQUIPMT LEASING	FURNITURE & EQUIPMENT LEASING
	CAFR	612500	REAL ESTATE LEASING	REAL ESTATE LEASING
	CAFR	613200	REAL ESTATE RENTALS	REAL ESTATE RENTALS
	CAFR	613500	FURN/EQUIPMT RENTALS	FURNITURE & EQUIPMENT RENTALS
	CAFR	613600	BAD PACKAGING COSTS	BAD PACKAGING COSTS
	CAFR	614000	SERVICE CHARGES	SERVICE CHARGES AND CO-OWNERSHIP COSTS
	CAFR	615200	MAINTENANCE & REPAIR	MAINTENANCE & REPAIR - REAL ESTATE
	CAFR	615500	MAINTENANCE & REPAIR	MAINTENANCE & REPAIR - MOVABLE ASSETS
	CAFR	615600	MAINTENANCE	MAINTENANCE
	CAFR	616100	INSURANCE PREMIUMS -	INSURANCE PREMIUMS - MULTI-RISK
	CAFR	616200	INSURANCE PREMIUMS -	INSURANCE PREMIUMS - COMPULS. DAMAGE INS
	CAFR	616360	INSURANCE PREMIUMS -	INSURANCE PREMIUMS - TRANSPORT / PURCH.
	CAFR	616370	INSURANCE PREMIUMS -	INSURANCE PREMIUMS - TRANSPORT / SALES
	CAFR	616380	INSURANCE PREMIUMS -	INSURANCE PREMIUMS - TRANSPORT / OTHER
	CAFR	616400	INSURANCE PREMIUMS -	INSURANCE PREMIUMS - OPERATIONAL RISK
	CAFR	616500	INSURANCE PREMIUMS -	INSURANCE PREMIUMS - CUSTOMER INSOLVENCY
	CAFR	617000	R & D	R & D
	CAFR	618000	OTHER EXT. EXPENSES	OTHER EXTERNAL EXPENSES
	CAFR	618100	GEN. DOCUMENTATION	GENERAL DOCUMENTATION
	CAFR	618300	TECH. DOCUMENTATION	TECHNICAL DOCUMENTATION
	CAFR	618500	SEMINARS & CONFERENC	CONFERENCE, SYMPOSIUM & SEMINAR EXPENSES
	CAFR	619000	R.R.R. OBTAINED ON E	R.R.R. OBTAINED ON EXTERNAL SERVICES
	CAFR	621100	INTERIM STAFF	INTERIM STAFF
	CAFR	621400	SECONDED STAFF	STAFF SECONDED OR ON LOAN TO THE COMPANY
	CAFR	622100	COMMISSION/BROKERAGE	COMMISSION AND BROKERAGE ON PURCHASES
	CAFR	622200	COMMISSION/BROKERAGE	COMMISSION AND BROKERAGE ON SALES
	CAFR	622400	REMUN. TO CARRIERS	REMUNERATION TO CARRIERS
	CAFR	622500	PAYMENTS TO FACTORIN	PAYMENTS TO FACTORING AGENCIES
	CAFR	622600	FEES	FEES
	CAFR	622700	LITIGATION COSTS	COSTS OF LITIGATION AND DISPUTED CLAIMS
	CAFR	622800	OTHER	OTHER
	CAFR	623100	ADVERTISEMENTS	ADVERTISEMENTS
	CAFR	623200	SAMPLES	SAMPLES
	CAFR	623300	FAIRS & EXHIBITIONS	FAIRS AND EXHIBITIONS
	CAFR	623400	GIFTS TO CUSTOMERS	GIFTS TO CUSTOMERS
	CAFR	623500	BONUSES	BONUSES
	CAFR	623600	CATALOGS & PRINTED M	CATALOGS & PRINTED MATERIAL
	CAFR	623700	PUBLICATIONS	PUBLICATIONS
	CAFR	623800	OTHER (GRATUITIES, D	OTHER (GRATUITIES, DONATIONS)
	CAFR	624100	FREIGHT-IN	FREIGHT-IN
	CAFR	624200	FREIGHT-OUT	FREIGHT-OUT
	CAFR	624300	BRANCH/SITE FREIGHT	FREIGHT COSTS TO AND FROM BRANCHES/SITES
	CAFR	624400	ADMIN. FREIGHT	ADMIN. FREIGHT
	CAFR	624700	STAFF TRANSPORT	STAFF TRANSPORT
	CAFR	624800	OTHER	OTHER
	CAFR	625100	TRAVEL AND TRIPS	TRAVEL AND TRIPS
	CAFR	625500	MOVING COSTS	MOVING COSTS
	CAFR	625600	RELOCATION	RELOCATION
	CAFR	625700	ENTERTAINMENT	ENTERTAINMENT
	CAFR	626000	POST / TELECOM EXP.	POST AND TELECOM EXPENSES
	CAFR	627100	COSTS FOR SECURITIES	COSTS FOR SECURITIES (SELL, BUY, HOLD)
	CAFR	627200	COMMISSION / CHARGES	COMMISSION & CHARGES ON ISSUING OF LOANS
	CAFR	627500	BILLS OF EXCHANGE	BILLS OF EXCHANGE (ENDORSEMENT CHARGES)
	CAFR	627600	SAFE-DEPOSIT BOX	SAFE-DEPOSIT BOX RENTAL
	CAFR	627800	OTHER CHARGES	OTHER CHARGES & COMM. / SERV. PROVIDERS
	CAFR	628100	MISC. CONTRIBUTIONS	MISC. CONTRIBUTIONS
	CAFR	628400	RECRUITMENT COSTS	RECRUITMENT COSTS
	CAFR	629000	R.R.R. OBTAINED/ OTH	R.R.R. OBTAINED /OTHER EXTERNAL SERVICES
	CAFR	631100	EMPLOYMENT TAX	EMPLOYMENT TAX
	CAFR	631200	APPRENTICESHIP TAX	APPRENTICESHIP TAX
	CAFR	631300	EMPLOYER CONTRIB.	EMPLOYER FURTHER TRAINING CONTRIBUTION
	CAFR	631400	OBLIGATORY INVESTMNT	NON-COMPLIANCE WITH OBLIGATORY INVESTMNT
	CAFR	631800	OTHER TAXES	OTHER PAY-RELATED TAXES AND PAYMENTS
	CAFR	633100	TRANSPORTATION PAYMT	TRANSPORTATION PAYMENTS
	CAFR	633200	ACCOMMODATION ALLOW.	ACCOMMODATION ALLOWANCE
	CAFR	633300	EMPLOYEE CONTRIB.	EMPL. CONTRIBUTION TO VOCAT. TRAINING
	CAFR	633400	EMPLOYEE CONTRIB.	EMPL. CONTRIBUTION TO CONS. EFFORT
	CAFR	633500	PMNT.FOR APP.TAX EXE	QUALIFYING PAYMENT FOR TAX EXEMPTION
	CAFR	633800	OTHER TAXES	OTHER TAXES AND REMUN.-RELATED PAYMENTS
	CAFR	635110	BUSINESS TAX	BUSINESS TAX
	CAFR	635120	PROPERTY TAX	PROPERTY TAX
	CAFR	635130	OTHER LOCAL TAXES	OTHER LOCAL TAXES
	CAFR	635140	TAX ON COMPANY VEHIC	TAX ON COMPANY VEHICLES
	CAFR	635200	NON-DEDUCTIBLE V.A.T	NON-DEDUCTIBLE V.A.T.
	CAFR	635300	INDIRECT TAXES	INDIRECT TAXES
	CAFR	635410	TRANSFER RIGHTS	TRANSFER RIGHTS
	CAFR	635800	OTHER RIGHTS	OTHER RIGHTS
	CAFR	637100	SI SOLIDARITY CONTR.	SI SOLIDARITY CONTRIBUTION
	CAFR	637200	TAXES COLLECTED BY	TAXES COLLECTED BY PUBLIC BODIES
	CAFR	637400	TAX ON FOREIGN EARN.	TAXES ON FOREIGN EARNINGS
	CAFR	637800	MISC. TAXES	MISC. TAXES
	CAFR	641100	SALARIES	WAGES, SALARIES, FEES
	CAFR	641200	PAID LEAVE	PAID LEAVE
	CAFR	641300	BONUSES / GRATUITIES	BONUSES AND GRATUITIES
	CAFR	641400	ALLOWANCES AND VARIO	ALLOWANCES AND VARIOUS BENEFITS
	CAFR	641500	FAMILY ALLOWANCE	FAMILY ALLOWANCE
	CAFR	644000	PROPRIETOR'S LABOR E	PROPRIETOR'S LABOR EARNINGS
	CAFR	645100	URSSAF CONTRIBUTIONS	URSSAF CONTRIBUTIONS
	CAFR	645200	HEALTH INSURANCE CON	HEALTH INSURANCE CONTRIBUTIONS
	CAFR	645300	PENSION FUND CONTRIB	PENSION FUND CONTRIBUTIONS
	CAFR	645400	ASSEDIC CONTRIBS	ASSEDIC CONTRIBUTIONS
	CAFR	645800	CONTRIBS TO OTHER	CONTRIBUTIONS TO OTHER SI AGENCIES
	CAFR	646000	SI CONTRIBUTIONS	EMPLOYEE SI CONTRIBUTIONS
	CAFR	647100	OTHER DEDS - DIR.BEN	OTHER DEDUCTIONS - DIRECT BENEFITS
	CAFR	647200	OTHER DEDS - PAYMNTS	OTHER DEDUCTIONS - WORKS COUNCIL PAYMNTS
	CAFR	647300	OTHER DEDS - PAYMNTS	OTHER DEDUCTIONS - PAYMENTS TO IHS COMM.
	CAFR	647400	OTHER DEDS - PAYMNTS	OTHER DEDS - PAYMENTS TO OTHER BODIES
	CAFR	647500	OTHER DEDS - OH	OTHER DEDUCTIONS - OCCUPATIONAL HEALTH
	CAFR	648000	OTHER PERSONNEL COST	OTHER PERSONNEL COSTS
	CAFR	651100	ROYALTIES	FRANCHISE, COPYRIGHT & PATENT ROYALTIES
	CAFR	651600	COPYRIGHT ROYALTIES	COPYRIGHT ROYALTIES
	CAFR	651800	OTHER RIGHTS	OTHER RIGHTS AND ROYALTIES
	CAFR	654100	BAD DEBTS	BAD DEBTS - UNCOLLECTABLE ACCOUNTS
	CAFR	654400	BAD DEBTS	BAD DEBTS - UNCOLLECTABLE ACCOUNTS
	CAFR	655100	TRANSFERRED PROFIT	TRANSFERRED DIVIDEND
	CAFR	655500	TRANSFERRED LOSS	TRANSFERRED LOSS
	CAFR	658000	MISC. ADMINISTRATIVE	MISC. ADMINISTRATIVE EXPENSES
	CAFR	658100	MISC. EXPENSES -	MISC. EXPENSES - BY-PRODUCTS
	CAFR	658200	MISC. EXPENSES -	MISC. EXPENSES - NONVALUATED BY-PRODUCTS
	CAFR	658300	MISC. EXPENSES - CON	MISC. EXPENSES - CONSIGNMENT
	CAFR	661160	INTEREST ON LOANS	INTEREST CHARGES ON LOANS & ASSOC. DEBTS
	CAFR	661170	INTEREST ON DEBTS	INTEREST CHARGES ON DEBTS
	CAFR	661500	INTEREST ON CURRENT	INTEREST CHARGES - CURRENT/DEPOSIT A/CS
	CAFR	661600	BANK INTEREST CHARGE	INTEREST CHARGES - BANK/FINANCING TRANS.
	CAFR	661700	INTEREST CHARGES -	INTEREST CHARGES - HYPOTHECATED BONDS
	CAFR	661810	INTEREST CHARGES ON	INTEREST CHARGES ON OTHER BUSINESS DEBTS
	CAFR	661880	INTEREST CHARGES ON	INTEREST CHARGES ON MISC. OTHER DEBTS
	CAFR	668000	OTHER FIN. COSTS	OTHER FINANCIAL COSTS
	CAFR	671100	EXTRAORDINARY CHRGES	EXTRAORDINARY CHARGES - PENALTIES
	CAFR	671200	EXTRAORDINARY CHRGES	EXTRAORDINARY CHARGES - PENALTIES
	CAFR	671300	EXTRAORDINARY CHRGES	EXTRAORDINARY CHARGES - DONATIONS
	CAFR	671400	EXTRAORDINARY CHRGES	EXTRAORDINARY CHARGES - BAD DEBTS
	CAFR	671500	EXTRAORDINARY CHRGES	EXTRAORDINARY CHARGES - GRANTS
	CAFR	671700	EXTRAORDINARY CHRGES	EXTRAORDINARY CHARGES - TAX REMINDERS
	CAFR	671800	EXTRAORDINARY CHRGES	EXTRAORDINARY CHARGES - OTHER CHARGES
	CAFR	672000	EXTR.CHRGES/PREVIOUS	EXTR.CHARGES / PREVIOUS FISCAL YEARS
	CAFR	675000	BOOK VALUES	BOOK VALUES OF DIVESTED ASSETS
	CAFR	675100	BOOK VALUE	BOOK VALUE, DIVEST. ASSETS - REAL ESTATE
	CAFR	675200	BOOK VALUE	BOOK VALUE, DIVEST. ASSETS - REAL ESTATE
	CAFR	675600	BOOK VALUE	BOOK VALUE, DIVEST. ASSETS - REAL ESTATE
	CAFR	675800	BOOK VALUE	BOOK VALUE, DIVEST. ASSETS - OTHER
	CAFR	678100	OTHER EXTRA. CHARGES	OTHER EXTRA. CHARGES - INCREASED PREMIUM
	CAFR	678200	OTHER EXTRA. CHARGES	OTHER EXTRA. CHARGES - LOTS
	CAFR	678300	OTHER EXTRA. CHARGES	OTHER EXTRA. CHARGES - INCREASED PREMIUM
	CAFR	678800	OTHER EXTRA. CHARGES	OTHER EXTRA. CHARGES - MISC.
	CAFR	678810	OTHER EXTRA. CHARGES	OTHER EXTRA. CHARGES - MISC. (INVENT.)
	CAFR	701100	SALES OF FINISHED PR	SALES OF FINISHED PRODUCTS - A
	CAFR	701200	SALES OF FINISHED PR	SALES OF FINISHED PRODUCTS - B
	CAFR	701999	TRANSFER ACCOUNT	TRANSFER ACCOUNT - V.A.T. ON SMALL PARTS
	CAFR	702000	PRODUCT SALES I	SALES OF SEMIFINISHED PRODUCTS
	CAFR	703000	SALES OF RESIDUAL PR	SALES OF RESIDUAL PRODUCTS
	CAFR	703100	SALES OF RESIDUAL PR	SALES OF RESIDUAL PRODUCTS - VALUATION
	CAFR	703200	SALES OF RESIDUAL PR	SALES OF RESIDUAL PRODUCTS - TRANSFER
	CAFR	703300	SALES OF RESIDUAL PR	SALES OF RESIDUAL PRODUCTS - CONSIGNMENT
	CAFR	704100	WORK	WORK - A
	CAFR	704200	WORK	WORK - B
	CAFR	705000	RESEARCH	RESEARCH
	CAFR	706000	SERVICES	SERVICES
	CAFR	707100	MERCHANDISE SALES	MERCHANDISE SALES - A
	CAFR	707200	MERCHANDISE SALES	MERCHANDISE SALES - B
	CAFR	708100	ACT. REL. PROD.	ACT.REL.PROD.: PROD. SERV.
	CAFR	708200	ACT. REL. PROD.	ACT.REL.PROD.: COMMISSION & BROKERAGE
	CAFR	708300	ACT. REL. PROD.	ACT. REL. PROD.: VARIOUS RENTALS
	CAFR	708400	ACT. REL. PROD.	ACT.REL.PROD.: PERSONNEL LEASING
	CAFR	708500	ACT. REL. PROD.	ACT.REL.PROD.: PORTS AND ACCESS FEES
	CAFR	708600	ACT. REL. PROD.	ACT.REL.PROD.: PREMIUM REDUCTION/ PACK.
	CAFR	708700	ACT. REL. PROD.	ACT.REL.PROD.: CUSTOMER-RELATED
	CAFR	708800	ACT.REL.PROD.	ACT.REL.PROD.: OTHER
	CAFR	709100	R.R.R. ACCORDED	R.R.R.ACCORDED: /FINISHED PRODUCT SALES
	CAFR	709200	R.R.R. ACCORDED	R.R.R. ACCORDED: /INTERMED. PRODUCT SALE
	CAFR	709400	R.R.R. ACCORDED	R.R.R. ACCORDED: /WORK
	CAFR	709500	R.R.R. ACCORDED	R.R.R. ACCORDED: /RESEARCH
	CAFR	709600	R.R.R. ACCORDED	R.R.R. ACCORDED: /SERVICES
	CAFR	709700	R.R.R. ACCORDED	R.R.R. ACCORDED: /MERCHANDISE SALES
	CAFR	709800	R.R.R. ACCORDED	R.R.R. ACCORDED: /ACT.-REL. PROD.
	CAFR	921000	Int. activity alloc.	Internal activity allocation
	CAFR	934000	Internal settlement	Internal settlement
	CAFR	935000	Internal settlement	Internal settlement
	CAFR	936000	Internal settlement	Internal settlement
	CAFR	936100	Internal settlement	Internal settlement
	CAFR	936200	Internal settlement	Internal settlement
	CAFR	936300	Internal settlement	Internal settlement
	CAFR	936400	Internal settlement	Internal settlement
	CAFR	936500	Internal settlement	Internal settlement
	CAFR	937000	Internal settlement	Internal settlement
	CAFR	938000	Internal settlement	Internal settlement
	CAFR	940000	Overhead	Overhead
	CAFR	941000	Overhead	Overhead
	CAFR	943000	Overhead	Overhead
	CAFR	952110	Assessmt cost elemnt	Assessment cost element
	CAFR	952120	Assessmt cost elemnt	Assessment cost element
	CAFR	952200	Assessmt cost elemnt	Assessment cost element
	CAHU	511000	Raw Materials	Raw Materials
	CAHU	511100	Auxiliary Matls Exp.	Auxiliary Materials, Expense
	CAHU	511110	Raw material 2 cons.	Raw material 2 consumption
	CAHU	511180	QC Cons. Ext. Mats	Quality control cons., external material
	CAHU	511190	Scrapping raw mats	Scrapping: Raw materials
	CAHU	511200	Operating supplies	Operating supplies
	CAHU	511300	Spare parts	Spare parts
	CAHU	511400	Packaging material	Packaging material
	CAHU	511510	Office supplies	Office supplies
	CAHU	511520	DP Supplies	DP Supplies
	CAHU	511910	Deval.exp.val.flucts	Devaluation for expec.value fluctuations
	CAHU	512000	Consumed Matls Exp.	Matls Consumed Within One Year, Expense
	CAHU	512100	Electricity costs	Electricity costs
	CAHU	512200	Water	Water
	CAHU	513000	Other Matl Expenses	Other Material Expenses
	CAHU	514000	Purchased services	Purchased services
	CAHU	521000	Transportation-In	Transportation-In
	CAHU	522000	Rental Payments	Rental Payments
	CAHU	523000	Maintenance Costs	Maintenance Costs
	CAHU	524000	Advertising Expense	Advertising Expense
	CAHU	525000	Training Expense	Training Expense
	CAHU	526000	Travel Expense	Travel Expense (Domestic)
	CAHU	526100	Travel Expense	Travel Expense (International)
	CAHU	529000	Service Expense	Service Expense (Other)
	CAHU	531000	Admin. Charges/Govt	Administrative Charges for Government
	CAHU	532000	Bank Charges	Bank Charges
	CAHU	533000	Insurance Contribs	Insurance Contributions
	CAHU	534000	Nondeductible Taxes	Nondeductible Taxes
	CAHU	539000	Misc. Expense	Miscellaneous Expense
	CAHU	541000	Labor Costs	Labor Costs
	CAHU	551000	Personnel Expense	Personnel Expense
	CAHU	552000	Depr.Low Val. Assets	Depreciation of Low-Value Assets
	CAHU	559000	Other Personnel Exp.	Other Personnel Expense
	CAHU	561000	Ins. Contributions	Pension, Health Insurance Contributions
	CAHU	562000	Ins. Contributions	Health Insurance Contributions
	CAHU	563000	Employer's Contribs	Employer's Contributions
	CAHU	563120	Mach/equip. maint.	Machinery and equipment maintenance cost
	CAHU	563130	Other maint. costs	Other maintenance costs
	CAHU	563210	Machine rental	Machine rental expenses
	CAHU	563220	Occupancy costs	Occupancy costs
	CAHU	563400	Advertising costs	Advertising costs
	CAHU	563500	Shipping Costs	Shipping Costs
	CAHU	563600	Travel expenses	Travel expenses
	CAHU	563700	Telephone and post	Telephone and post costs
	CAHU	564000	Training Contribs	Training Contributions
	CAHU	564100	Bank charge costs	Bank charge costs
	CAHU	565000	Authorities' fees	Authorities' fees
	CAHU	567000	Insurance	Insurance
	CAHU	569000	Other Contributions	Other Contributions
	CAHU	570000	CO Transfer Postings	CO Transfer Postings
	CAHU	571000	Scheduled Depr.	Scheduled Depreciation
	CAHU	571100	Cafeteria assessment	Cafeteria assessment
	CAHU	571200	Water assessment	Water assessment
	CAHU	571300	CCtrAssess.prof.seg.	Cost center assessment in profit.segment
	CAHU	572000	Int. activity alloc.	Internal activity allocation
	CAHU	572100	Flat-Rate Depr.	Flat-Rate Depreciation
	CAHU	572200	IAA Setup	Internal acty alloc., setup
	CAHU	572300	IAA cafeteria	Internal acty alloc., cafeteria
	CAHU	572400	IAA water	Internal acty alloc., water
	CAHU	573100	Int.sttlmnt mat.csts	Internal settlement, material costs
	CAHU	573200	Int.sttlmnt per.csts	Internal settlement, personnel costs
	CAHU	573300	Int.sttlmnt oth.csts	Internal settlement, other costs
	CAHU	573400	Int.sett.profit.seg.	Internal Settlement Profitability Segmnt
	CAHU	574100	Overhead: Material	Overhead: Material
	CAHU	574200	Overhead: Production	Overhead: Production
	CAHU	574300	Overhead: Admin.	Overhead: Administration
	CAHU	574400	Overhead: Sales	Overhead: Sales and distribution
	CAHU	575100	WIP/results analysis	WIP/results analysis
	CAHU	575200	Results analy.: Rev.	Results analysis: Revenues
	CAHU	575300	WIP: Primary inv.	WIP/RA: Primary inventory costs
	CAHU	575400	WIP/RA: Prim.remain	WIP/RA: Primary remainder costs
	CAHU	575500	WIP/RA:PrimSalesCsts	WIP/RA: Primary sales costs
	CAHU	575600	WIP/RA: Invent.sec.	WIP/RA: Secondary inventory costs
	CAHU	575700	WIP/RA:Sec.remainder	WIP/RA: Secondary remainder costs
	CAHU	575800	WIP/RA:PrimSalesCsts	WIP/RA: Primary sales costs
	CAHU	576100	Inc.Ord: Sales rev.	PS: Sales revenue from incoming orders
	CAHU	576200	IncOrd: Revenues	PS: Other revenue from incoming orders
	CAHU	576300	IncOrd: Costs	PS: Costs for incoming orders
	CAHU	577100	Earned value	PS: Earned value calculation
	CAHU	581000	Finished Goods	Change in Finished Goods Inventory
	CAHU	582000	Cap. Value, Assets	Capitalized Assets Under Construction
	CAHU	582200	Unfinished prod.chge	Change in stocks - unfinished goods
	CAHU	582300	Finished prod.change	Inventory change, finished products
	CAHU	582400	QC own mats change	Inventory change, qualtity control
	CAHU	582500	Own mat.scrap. chge	Inventory change, scrap own material
	CAHU	582610	Inv.Chg.Sale Own Prd	Inventory change sell own prod. w/costs
	CAHU	591000	Cost Element Clearg	Cost Element Clearing Account
	CAHU	592000	Stock Changes	Change in Finished Goods Inventory
	CAHU	593000	Cap. Value, Assets	Capitalized Assets Under Construction
	CAHU	811000	Material Costs	Material Costs
	CAHU	812000	Services Used	Value of Services Used
	CAHU	813000	Other Services Used	Value of Other Services Used
	CAHU	814100	Value of Sold Goods	Purchase Value of Sold Goods
	CAHU	814200	Value of Sold Goods	Purchase Value of Sold Goods
	CAHU	815000	Cost of Services	Cost of Services Rendered
	CAHU	821000	Labor Costs	Labor Costs
	CAHU	822000	Other Personnel Exp.	Other Personnel Expense
	CAHU	823000	Contributions	Contributions
